date,symbol,broker,long_position,long_change,short_position,short_change,rank
2026-08-18,OI,浙商期货,14587,97,42908,283,9
2026-08-18,OI,乾坤期货,47174,629,368,2,10
2026-08-18,OI,五矿期货,22146,-195,19918,-273,11
2026-08-18,OI,长江期货,19902,41,19528,-34,12
2026-08-18,OI,鲁证期货,19377,589,19327,-1152,13
2026-08-18,OI,一德期货,22120,202,10320,151,14
2026-08-18,OI,南华期货,13317,93,18824,10,15
2026-08-18,OI,银河期货,12857,729,17778,575,16
2026-08-18,OI,广发期货,14327,-28,12378,-1613,17
2026-08-18,OI,中投天琪,17097,660,0,0,18
2026-08-18,OI,瑞银期货,10077,244,0,0,19
2026-08-18,OI,招商期货,3662,434,4971,-5,20
2026-08-18,P,国泰君安,126835,6617,106290,3169,1
2026-08-18,P,东证期货,57458,2387,65520,6144,2
2026-08-18,P,中信期货,50361,6854,65985,-5170,3
2026-08-18,P,一德期货,42584,-2221,43462,9214,4
2026-08-18,P,中粮期货,31221,-362,44662,-221,5
2026-08-18,P,海通期货,20226,-4027,39282,1885,6
2026-08-18,P,中信建投,22563,156,34380,1670,7
2026-08-18,P,国投期货,28760,1858,18016,2101,8
2026-08-18,P,华泰期货,22418,359,18954,463,9
2026-08-18,P,广发期货,26574,2866,12813,411,10
2026-08-18,P,摩根大通,21451,6014,15850,-2301,11
2026-08-18,P,招商期货,19504,125,15636,206,12
2026-08-18,P,国富期货,4291,287,30748,3026,13
2026-08-18,P,永安期货,20775,157,13236,2530,14
2026-08-18,P,乾坤期货,10048,4503,22939,-6086,15
2026-08-18,P,浙商期货,9626,598,20880,1255,16
2026-08-18,P,中金财富,10224,1618,15368,596,17
2026-08-18,P,南华期货,11440,1014,10899,76,18
2026-08-18,P,国贸期货,0,0,21204,2512,19
2026-08-18,P,瑞达期货,8258,-1364,12287,-760,20
2026-08-18,Y,中粮期货,49457,-1847,251443,7272,1
2026-08-18,Y,国泰君安,130655,3099,93029,1259,2
2026-08-18,Y,中信期货,88593,16967,75276,-2994,3
2026-08-18,Y,国投期货,32398,1480,118842,2210,4
2026-08-18,Y,东证期货,62688,5999,77648,1054,5
2026-08-18,Y,广发期货,38160,835,84528,4287,6
2026-08-18,Y,海通期货,57210,-7,44741,1942,7
2026-08-18,Y,摩根大通,60333,16772,34570,956,8
2026-08-18,Y,宏源期货,27689,383,44359,2276,9
2026-08-18,Y,中信建投,38173,2737,31797,2461,10
2026-08-18,Y,乾坤期货,49252,5573,14862,507,11
2026-08-18,Y,永安期货,33795,910,29337,1143,12
2026-08-18,Y,招商期货,27457,-7,28246,428,13
2026-08-18,Y,一德期货,40979,8104,14667,753,14
2026-08-18,Y,南华期货,33583,1656,20987,-1638,15
2026-08-18,Y,华泰期货,25074,2359,24808,1819,16
2026-08-18,Y,银河期货,21285,-1060,14040,2928,17
2026-08-18,Y,建信期货,9292,-2101,18114,6094,18
2026-08-18,Y,中泰期货,19612,-1663,2080,-125,19
2026-08-18,Y,西部期货,21469,-1467,0,0,20
2026-08-19,OI,中粮期货,33153,3037,103525,3955,1
2026-08-19,OI,中信期货,66661,-5782,53262,-1646,2
2026-08-19,OI,国投安信,28893,1811,76280,69,3
2026-08-19,OI,中信建投,36601,99,42353,-121,4
2026-08-19,OI,国泰君安,48906,3741,29138,1128,5
2026-08-19,OI,东证期货,38697,-1225,27008,-576,6
2026-08-19,OI,华泰期货,27685,-668,37856,1031,7
2026-08-19,OI,摩根大通,61284,638,0,0,8
2026-08-19,OI,浙商期货,16626,880,43702,794,9
2026-08-19,OI,乾坤期货,48672,1498,335,-33,10
2026-08-19,OI,五矿期货,22935,789,20015,97,11
2026-08-19,OI,长江期货,20106,204,19509,-19,12
2026-08-19,OI,鲁证期货,19505,128,19655,328,13
2026-08-19,OI,南华期货,13578,261,20155,259,14
2026-08-19,OI,一德期货,21405,-715,8772,-163,15
2026-08-19,OI,银河期货,10983,-1874,17092,-686,16
2026-08-19,OI,广发期货,14056,-271,13184,806,17
2026-08-19,OI,中投天琪,17254,157,0,0,18
2026-08-19,OI,瑞银期货,15074,2001,0,0,19
2026-08-19,OI,永安期货,2691,-597,5556,584,20
2026-08-19,P,国泰君安,123353,-3482,107968,1678,1
2026-08-19,P,东证期货,56510,-948,63376,-2144,2
2026-08-19,P,中信期货,51275,914,66686,701,3
2026-08-19,P,一德期货,42557,-27,43343,-119,4
2026-08-19,P,中粮期货,31342,121,48110,3448,5
2026-08-19,P,海通期货,18161,-286,39089,-193,6
2026-08-19,P,中信建投,22556,-7,33880,-500,7
2026-08-19,P,国投期货,27697,-1063,18492,406,8
2026-08-19,P,摩根大通,25942,3551,17514,980,9
2026-08-19,P,广发期货,26146,-428,13542,729,10
2026-08-19,P,华泰期货,20188,-2278,18013,-941,11
2026-08-19,P,永安期货,21542,767,16556,3320,12
2026-08-19,P,乾坤期货,13874,3826,22912,-27,13
2026-08-19,P,招商期货,19762,258,16002,366,14
2026-08-19,P,国富期货,3718,-573,31069,321,15
2026-08-19,P,浙商期货,9804,178,23376,2496,16
2026-08-19,P,中金财富,12124,975,13682,-1407,17
2026-08-19,P,南华期货,10479,863,12207,1308,18
2026-08-19,P,国贸期货,0,0,20376,562,19
2026-08-19,P,建信期货,2519,-155,15693,9,20
2026-08-19,Y,中粮期货,47206,-2251,258483,7040,1
2026-08-19,Y,国泰君安,135371,4716,96451,3422,2
2026-08-19,Y,中信期货,93847,5254,73915,-1361,3
2026-08-19,Y,国投期货,28536,-3862,118743,-99,4
2026-08-19,Y,东证期货,65025,2337,77797,149,5
2026-08-19,Y,广发期货,38819,659,86565,2037,6
2026-08-19,Y,摩根大通,67949,7616,37977,2810,7
2026-08-19,Y,海通期货,59773,2563,44246,863,8
2026-08-19,Y,宏源期货,28733,1044,44994,635,9
2026-08-19,Y,乾坤期货,57461,8209,14811,-51,10
2026-08-19,Y,永安期货,33803,8,32340,3003,11
2026-08-19,Y,中信建投,36374,-1799,26382,198,12
2026-08-19,Y,一德期货,42359,1380,14964,297,13
2026-08-19,Y,招商期货,28368,-95,28749,503,14
2026-08-19,Y,南华期货,34039,456,23026,2039,15
2026-08-19,Y,华泰期货,26419,1345,22255,-523,16
2026-08-19,Y,银河期货,22346,1061,13081,-957,17
2026-08-19,Y,建信期货,8301,-991,22071,4009,18
2026-08-19,Y,中泰期货,19091,-521,1944,-136,19
2026-08-19,Y,西部期货,21027,1294,0,0,20
2026-08-20,OI,中粮期货,34243,1090,105924,2399,1
2026-08-20,OI,中信期货,68730,2069,55337,2075,2
2026-08-20,OI,国投安信,31280,2387,77737,1457,3
2026-08-20,OI,国泰君安,48998,92,30765,1627,4
2026-08-20,OI,中信建投,36953,102,42205,-148,5
2026-08-20,OI,东证期货,40406,1709,30810,3802,6
2026-08-20,OI,华泰期货,28477,792,38634,778,7
2026-08-20,OI,浙商期货,15616,748,46546,2844,8
2026-08-20,OI,摩根大通,59843,-1441,0,0,9
2026-08-20,OI,乾坤期货,48498,-174,312,-23,10
2026-08-20,OI,五矿期货,21376,649,19837,-178,11
2026-08-20,OI,长江期货,20042,-64,19394,-115,12
2026-08-20,OI,鲁证期货,19881,164,19453,-202,13
2026-08-20,OI,南华期货,13647,69,19836,573,14
2026-08-20,OI,一德期货,22566,1161,9546,91,15
2026-08-20,OI,广发期货,15697,1641,14050,866,16
2026-08-20,OI,银河期货,11164,181,18015,923,17
2026-08-20,OI,中投天琪,16661,369,0,0,18
2026-08-20,OI,瑞银期货,14302,-505,0,0,19
2026-08-20,OI,永安期货,5980,1079,5955,399,20
2026-08-20,P,国泰君安,123928,575,111865,3897,1
2026-08-20,P,东证期货,58196,1686,63254,-122,2
2026-08-20,P,中信期货,56824,5549,63277,-3409,3
2026-08-20,P,一德期货,44027,1470,44692,1349,4
2026-08-20,P,中粮期货,29179,-2163,45650,-2460,5
2026-08-20,P,海通期货,18929,-130,40044,955,6
2026-08-20,P,中信建投,22057,-499,34512,-7,7
2026-08-20,P,摩根大通,28263,3261,19775,3242,8
2026-08-20,P,国投期货,23763,-3792,19887,1481,9
2026-08-20,P,永安期货,22626,1084,20602,3898,10
2026-08-20,P,广发期货,25655,-491,15107,823,11
2026-08-20,P,乾坤期货,19350,5252,20941,-1971,12
2026-08-20,P,国富期货,5109,1391,33812,2743,13
2026-08-20,P,华泰期货,20453,331,18266,253,14
2026-08-20,P,招商期货,21231,1469,16438,436,15
2026-08-20,P,浙商期货,10174,370,25000,1096,16
2026-08-20,P,南华期货,11284,805,13858,1651,17
2026-08-20,P,中金财富,12015,-109,12841,-739,18
2026-08-20,P,国贸期货,0,0,21214,107,19
2026-08-20,P,建信期货,2192,-374,18127,2434,20
2026-08-20,Y,中粮期货,46788,-418,262554,4071,1
2026-08-20,Y,国泰君安,142627,7256,103952,7501,2
2026-08-20,Y,中信期货,100673,6826,75477,1562,3
2026-08-20,Y,东证期货,69651,4626,81499,3702,4
2026-08-20,Y,国投期货,28907,371,120258,1529,5
2026-08-20,Y,广发期货,48437,1282,85767,-798,6
2026-08-20,Y,海通期货,62906,3133,44914,668,7
2026-08-20,Y,摩根大通,68839,890,34729,-2653,8
2026-08-20,Y,宏源期货,29114,381,45774,780,9
2026-08-20,Y,乾坤期货,58400,2779,15506,695,10
2026-08-20,Y,永安期货,35923,2110,33590,1213,11
2026-08-20,Y,中信建投,35781,-593,27146,284,12
2026-08-20,Y,一德期货,42351,-1677,16668,1704,13
2026-08-20,Y,南华期货,33976,-63,23623,597,14
2026-08-20,Y,招商期货,28305,-63,28998,249,15
2026-08-20,Y,华泰期货,27409,990,23869,1022,16
2026-08-20,Y,建信期货,7068,-1233,24028,1957,17
2026-08-20,Y,银河期货,16104,-6242,13210,82,18
2026-08-20,Y,西部期货,21094,67,0,0,19
2026-08-20,Y,浙商期货,13718,199,7301,181,20
2026-08-21,OI,中粮期货,30444,-3799,102550,-3374,1
2026-08-21,OI,中信期货,63420,-5310,52157,-3180,2
2026-08-21,OI,国投安信,29217,-2063,78611,874,3
2026-08-21,OI,中信建投,37243,290,39031,-386,4
2026-08-21,OI,国泰君安,44901,-4097,28156,-2609,5
2026-08-21,OI,东证期货,38578,-1828,31052,242,6
2026-08-21,OI,华泰期货,27377,-1100,38107,-527,7
2026-08-21,OI,摩根大通,59617,-226,0,0,8
2026-08-21,OI,浙商期货,16298,179,42540,-4006,9
2026-08-21,OI,乾坤期货,49073,575,292,-20,10
2026-08-21,OI,长江期货,19397,-645,18835,-559,11
2026-08-21,OI,五矿期货,19327,-1418,18625,-1212,12
2026-08-21,OI,鲁证期货,16657,-93,18450,-1003,13
2026-08-21,OI,南华期货,13428,-219,19736,-100,14
2026-08-21,OI,一德期货,21027,-278,8646,-900,15
2026-08-21,OI,银河期货,13483,2319,15501,-2514,16
2026-08-21,OI,广发期货,15443,-254,13360,-690,17
2026-08-21,OI,中投天琪,16250,-411,0,0,18
2026-08-21,OI,瑞银期货,15469,900,0,0,19
2026-08-21,OI,永安期货,5906,-74,5695,-260,20
2026-08-21,P,国泰君安,121604,-2324,110544,-1321,1
2026-08-21,P,东证期货,61578,3382,62080,-1174,2
2026-08-21,P,中信期货,58602,1778,60879,-2398,3
2026-08-21,P,一德期货,44141,114,45709,1017,4
2026-08-21,P,中粮期货,27255,-1924,44312,-1338,5
2026-08-21,P,海通期货,18813,-116,39347,-697,6
2026-08-21,P,中信建投,19998,121,34438,486,7
2026-08-21,P,国投期货,25362,1509,21353,1466,8
2026-08-21,P,乾坤期货,23917,4567,21463,522,9
2026-08-21,P,摩根大通,24049,-4214,16691,-3084,10
2026-08-21,P,广发期货,24234,-1421,15755,648,11
2026-08-21,P,华泰期货,20417,-36,18431,165,12
2026-08-21,P,永安期货,18325,-4301,20425,-690,13
2026-08-21,P,招商期货,21403,172,16689,251,14
2026-08-21,P,浙商期货,9393,-781,27966,2966,15
2026-08-21,P,国富期货,4260,-849,32920,-892,16
2026-08-21,P,南华期货,15004,1595,15197,1339,17
2026-08-21,P,中金财富,12029,14,11122,-1719,18
2026-08-21,P,国贸期货,0,0,21252,681,19
2026-08-21,P,建信期货,1139,-1053,17547,-580,20
2026-08-21,Y,中粮期货,43304,-3484,258889,-3665,1
2026-08-21,Y,国泰君安,146230,3603,103193,-759,2
2026-08-21,Y,中信期货,103429,2756,75533,56,3
2026-08-21,Y,东证期货,72112,2461,85258,3759,4
2026-08-21,Y,国投期货,27408,-1470,121714,1234,5
2026-08-21,Y,广发期货,47758,-679,82768,-2999,6
2026-08-21,Y,海通期货,65931,3025,43986,-928,7
2026-08-21,Y,摩根大通,70188,1349,30836,-3893,8
2026-08-21,Y,乾坤期货,62407,4007,15010,-496,9
2026-08-21,Y,宏源期货,29803,689,46689,915,10
2026-08-21,Y,永安期货,34113,-1810,36181,3247,11
2026-08-21,Y,中信建投,35579,-202,27497,351,12
2026-08-21,Y,一德期货,41642,-709,16642,-26,13
2026-08-21,Y,招商期货,28245,-60,29040,-334,14
2026-08-21,Y,南华期货,27010,2198,25634,2011,15
2026-08-21,Y,华泰期货,26471,-938,23426,-414,16
2026-08-21,Y,银河期货,16537,433,11802,-800,17
2026-08-21,Y,苏豪弘业,6371,3566,18729,2213,18
2026-08-21,Y,西部期货,20891,-203,0,0,19
2026-08-21,Y,建信期货,1403,-5665,18844,-5228,20
2026-08-24,OI,中粮期货,28188,-2256,101410,-1140,1
2026-08-24,OI,国投安信,28639,-578,78533,-78,2
2026-08-24,OI,中信期货,55774,-7351,45424,-6733,3
2026-08-24,OI,中信建投,37383,140,38791,-240,4
2026-08-24,OI,国泰君安,42544,-2357,27404,-752,5
2026-08-24,OI,东证期货,38142,-436,31461,409,6
2026-08-24,OI,华泰期货,25782,-1595,38182,75,7
2026-08-24,OI,摩根大通,60330,701,0,0,8
2026-08-24,OI,浙商期货,18532,-413,38052,-4488,9
2026-08-24,OI,乾坤期货,48760,-313,292,0,10
2026-08-24,OI,五矿期货,19621,294,18839,214,11
2026-08-24,OI,长江期货,19406,9,18655,-180,12
2026-08-24,OI,鲁证期货,18053,1396,18135,1305,13
2026-08-24,OI,南华期货,13388,-40,19770,-251,14
2026-08-24,OI,一德期货,22056,594,8630,653,15
2026-08-24,OI,银河期货,11863,-1620,14380,-1121,16
2026-08-24,OI,广发期货,13369,-2074,12742,-618,17
2026-08-24,OI,中投天琪,16208,-42,0,0,18
2026-08-24,OI,瑞银期货,15105,-68,0,0,19
2026-08-24,OI,永安期货,5904,-2,5035,-1200,20
2026-08-24,P,国泰君安,121967,363,112899,2355,1
2026-08-24,P,东证期货,62652,1074,56843,-5237,2
2026-08-24,P,中信期货,56342,-2260,60233,-646,3
2026-08-24,P,一德期货,43896,-245,48424,2715,4
2026-08-24,P,中粮期货,29334,2079,47920,3608,5
2026-08-24,P,海通期货,18524,-289,39872,525,6
2026-08-24,P,国投期货,29972,4758,25345,3992,7
2026-08-24,P,中信建投,19693,-305,33735,-703,8
2026-08-24,P,乾坤期货,23361,-556,22576,1113,9
2026-08-24,P,摩根大通,29049,3887,12836,-3855,10
2026-08-24,P,华泰期货,20212,-205,20815,2384,11
2026-08-24,P,永安期货,18912,571,21488,1330,12
2026-08-24,P,浙商期货,10309,916,30018,2052,13
2026-08-24,P,广发期货,23281,75,16307,987,14
2026-08-24,P,招商期货,21528,125,17039,350,15
2026-08-24,P,国富期货,4046,-214,34369,1449,16
2026-08-24,P,南华期货,13945,1017,16049,852,17
2026-08-24,P,中金财富,12140,111,11061,-61,18
2026-08-24,P,国贸期货,0,0,21404,152,19
2026-08-24,P,宏源期货,19029,1422,453,208,20
2026-08-24,Y,中粮期货,42637,-667,262052,3163,1
2026-08-24,Y,国泰君安,145760,-470,103639,446,2
2026-08-24,Y,中信期货,101985,-1444,72501,-3032,3
2026-08-24,Y,东证期货,76690,4578,86346,1088,4
2026-08-24,Y,国投期货,27982,574,123794,2080,5
2026-08-24,Y,广发期货,49189,1431,86509,3741,6
2026-08-24,Y,海通期货,65860,-71,43807,-179,7
2026-08-24,Y,摩根大通,69113,-1075,28887,-1949,8
2026-08-24,Y,宏源期货,31987,2184,48914,2225,9
2026-08-24,Y,乾坤期货,63584,1177,14290,-720,10
2026-08-24,Y,永安期货,36641,2528,33046,-3135,11
2026-08-24,Y,中信建投,34542,-1037,27471,-26,12
2026-08-24,Y,招商期货,28570,325,28988,-52,13
2026-08-24,Y,一德期货,40505,-1137,16814,172,14
2026-08-24,Y,南华期货,27961,951,26704,1070,15
2026-08-24,Y,华泰期货,26760,289,25967,2541,16
2026-08-24,Y,银河期货,14749,-1788,10827,-975,17
2026-08-24,Y,建信期货,1158,-245,20501,1657,18
2026-08-24,Y,苏豪弘业,4291,-2080,16683,-2046,19
2026-08-24,Y,西部期货,20916,25,0,0,20
2026-08-25,OI,中粮期货,26550,-1638,96416,-4994,1
2026-08-25,OI,国投安信,27072,-1567,77199,-841,2
2026-08-25,OI,中信期货,52717,-3359,42587,-2837,3
2026-08-25,OI,中信建投,35811,-1237,41527,289,4
2026-08-25,OI,东证期货,36997,-1145,30053,-1408,5
2026-08-25,OI,国泰君安,39028,-3516,26463,-941,6
2026-08-25,OI,华泰期货,24827,-955,37435,-747,7
2026-08-25,OI,摩根大通,59275,-1055,0,0,8
2026-08-25,OI,浙商期货,16021,-99,36944,-1108,9
2026-08-25,OI,乾坤期货,47081,-1679,312,20,10
2026-08-25,OI,五矿期货,19485,-2195,16766,-2073,11
2026-08-25,OI,鲁证期货,17922,-131,18177,-359,12
2026-08-25,OI,南华期货,13917,347,20244,474,13
2026-08-25,OI,长江期货,18231,-1175,15403,-318,14
2026-08-25,OI,一德期货,19884,-1216,5021,906,15
2026-08-25,OI,广发期货,11612,-1757,11338,-939,16
2026-08-25,OI,银河期货,10672,-886,11104,-3276,17
2026-08-25,OI,瑞银期货,15698,593,0,0,18
2026-08-25,OI,中投天琪,15489,-719,0,0,19
2026-08-25,OI,永安期货,5589,-501,4369,-666,20
2026-08-25,P,国泰君安,125473,3506,110833,-2066,1
2026-08-25,P,中信期货,55201,-1141,64543,4310,2
2026-08-25,P,东证期货,52515,-10137,47284,-9559,3
2026-08-25,P,一德期货,44337,441,47257,-1167,4
2026-08-25,P,中粮期货,31573,2239,47563,-357,5
2026-08-25,P,海通期货,17909,-174,38434,-1438,6
2026-08-25,P,国投期货,29220,-752,24471,-874,7
2026-08-25,P,中信建投,20214,521,32244,-1491,8
2026-08-25,P,乾坤期货,19190,-3786,30834,8258,9
2026-08-25,P,永安期货,19376,464,22175,612,10
2026-08-25,P,南华期货,23354,2574,17218,1169,11
2026-08-25,P,华泰期货,21851,1639,18511,-2304,12
2026-08-25,P,国富期货,4255,209,34717,348,13
2026-08-25,P,招商期货,21425,-103,17300,261,14
2026-08-25,P,广发期货,23896,615,14544,-1716,15
2026-08-25,P,浙商期货,9870,-439,28381,-1637,16
2026-08-25,P,摩根大通,28085,-964,3499,388,17
2026-08-25,P,银河期货,11967,744,12348,-176,18
2026-08-25,P,中金财富,11614,-526,11522,461,19
2026-08-25,P,国贸期货,0,0,21170,-234,20
2026-08-25,Y,中粮期货,42739,743,256406,443,1
2026-08-25,Y,国泰君安,143161,640,102086,-354,2
2026-08-25,Y,中信期货,96774,-4718,70075,-598,3
2026-08-25,Y,东证期货,76141,566,86113,564,4
2026-08-25,Y,国投期货,26745,-639,121054,-130,5
2026-08-25,Y,广发期货,44057,-64,88165,3360,6
2026-08-25,Y,海通期货,67156,1296,42817,-990,7
2026-08-25,Y,摩根大通,68231,1345,29514,627,8
2026-08-25,Y,宏源期货,29451,-1476,47249,-1665,9
2026-08-25,Y,乾坤期货,62362,-1044,13501,-789,10
2026-08-25,Y,永安期货,37908,3210,33326,280,11
2026-08-25,Y,中信建投,35809,1267,27304,146,12
2026-08-25,Y,南华期货,29289,1328,27346,1324,13
2026-08-25,Y,招商期货,27852,55,27938,-758,14
2026-08-25,Y,一德期货,37586,-1460,15928,893,15
2026-08-25,Y,华泰期货,26242,132,22376,-3016,16
2026-08-25,Y,银河期货,14197,-136,9855,-275,17
2026-08-25,Y,苏豪弘业,6243,2282,15107,-1576,18
2026-08-25,Y,西部期货,20846,-70,0,0,19
2026-08-25,Y,五矿期货,17144,3338,3701,4,20
2026-08-26,OI,中粮期货,27067,517,96144,-272,1
2026-08-26,OI,国投安信,26553,-519,77116,-83,2
2026-08-26,OI,中信期货,50409,-2308,39674,-2406,3
2026-08-26,OI,中信建投,35022,-789,39301,-2226,4
2026-08-26,OI,东证期货,36160,-837,30263,210,5
2026-08-26,OI,国泰君安,37904,-1124,25576,-887,6
2026-08-26,OI,华泰期货,24673,-154,36593,-842,7
2026-08-26,OI,摩根大通,58030,-1245,0,0,8
2026-08-26,OI,浙商期货,15894,-127,36198,-396,9
2026-08-26,OI,乾坤期货,46834,-40,325,13,10
2026-08-26,OI,鲁证期货,18271,349,21416,1059,11
2026-08-26,OI,南华期货,14091,27,20082,-162,12
2026-08-26,OI,五矿期货,16926,-2559,14335,-2431,13
2026-08-26,OI,长江期货,15254,-788,14612,-791,14
2026-08-26,OI,广发期货,13267,1655,12492,831,15
2026-08-26,OI,一德期货,19627,-257,4690,-590,16
2026-08-26,OI,银河期货,9585,-1087,9366,-1041,17
2026-08-26,OI,瑞银期货,15589,-109,0,0,18
2026-08-26,OI,中投天琪,14983,-506,0,0,19
2026-08-26,OI,永安期货,5125,-84,3991,-378,20
2026-08-26,P,国泰君安,114724,-10749,110936,103,1
2026-08-26,P,中信期货,52750,-2451,61330,-2853,2
2026-08-26,P,东证期货,52849,334,45064,-2220,3
2026-08-26,P,一德期货,45529,1192,46116,-1141,4
2026-08-26,P,中粮期货,29867,-1706,45487,-2076,5
2026-08-26,P,海通期货,17647,-262,38281,-153,6
2026-08-26,P,乾坤期货,18705,-190,36815,5981,7
2026-08-26,P,中信建投,20492,278,32055,-425,8
2026-08-26,P,国投期货,28740,-480,23675,-796,9
2026-08-26,P,南华期货,26374,1093,17727,509,10
2026-08-26,P,永安期货,19001,-375,22488,208,11
2026-08-26,P,华泰期货,23091,1179,17796,-715,12
2026-08-26,P,招商期货,21537,112,17474,174,13
2026-08-26,P,广发期货,23474,-422,15526,935,14
2026-08-26,P,浙商期货,9671,-199,26271,-1824,15
2026-08-26,P,国富期货,1568,-99,34018,-699,16
2026-08-26,P,摩根大通,27559,-726,4499,1000,17
2026-08-26,P,中金财富,11303,-311,11358,-195,18
2026-08-26,P,国贸期货,0,0,21038,-132,19
2026-08-26,P,建信期货,503,0,17631,-681,20
2026-08-26,Y,中粮期货,43055,316,259955,3549,1
2026-08-26,Y,国泰君安,143073,-88,102317,231,2
2026-08-26,Y,中信期货,101738,4964,69555,-520,3
2026-08-26,Y,东证期货,75513,-628,84123,-1990,4
2026-08-26,Y,国投期货,26202,-543,121300,246,5
2026-08-26,Y,广发期货,43997,-60,89327,1162,6
2026-08-26,Y,海通期货,67265,109,42269,-548,7
2026-08-26,Y,摩根大通,69654,1423,28664,-850,8
2026-08-26,Y,乾坤期货,62913,594,14435,934,9
2026-08-26,Y,永安期货,38422,514,36211,2885,10
2026-08-26,Y,宏源期货,28220,-1231,45989,-1260,11
2026-08-26,Y,中信建投,35494,-315,27496,192,12
2026-08-26,Y,南华期货,30123,834,29108,1762,13
2026-08-26,Y,招商期货,27786,-66,28274,336,14
2026-08-26,Y,一德期货,36309,-1277,15808,-120,15
2026-08-26,Y,华泰期货,27729,1445,22747,371,16
2026-08-26,Y,银河期货,15473,1276,9482,-334,17
2026-08-26,Y,五矿期货,17793,649,3695,-6,18
2026-08-26,Y,苏豪弘业,6657,414,14581,-526,19
2026-08-26,Y,西部期货,20884,38,0,0,20
2026-08-27,OI,中粮期货,26363,-704,95192,-952,1
2026-08-27,OI,国投安信,26119,-434,79660,2544,2
2026-08-27,OI,中信期货,48440,-1969,39957,283,3
2026-08-27,OI,中信建投,35048,26,40114,813,4
2026-08-27,OI,国泰君安,36995,-909,23954,-1622,5
2026-08-27,OI,东证期货,30304,-5856,30422,447,6
2026-08-27,OI,华泰期货,23814,-859,36545,-48,7
2026-08-27,OI,摩根大通,56932,-690,0,0,8
2026-08-27,OI,浙商期货,15601,-293,36292,-92,9
2026-08-27,OI,乾坤期货,46746,-88,305,-20,10
2026-08-27,OI,鲁证期货,18021,-250,21228,-188,11
2026-08-27,OI,南华期货,14401,310,19920,129,12
2026-08-27,OI,五矿期货,16971,45,14276,-59,13
2026-08-27,OI,长江期货,14922,-332,14248,-364,14
2026-08-27,OI,一德期货,21207,1580,5228,538,15
2026-08-27,OI,广发期货,11799,-1468,10553,-1939,16
2026-08-27,OI,银河期货,11180,1452,8766,-600,17
2026-08-27,OI,瑞银期货,15647,58,0,0,18
2026-08-27,OI,中投天琪,13762,-1221,0,0,19
2026-08-27,OI,永安期货,4846,-279,3324,-667,20
2026-08-27,P,国泰君安,111370,1437,111583,1343,1
2026-08-27,P,中信期货,54295,2241,62597,1267,2
2026-08-27,P,东证期货,50112,-1362,45230,847,3
2026-08-27,P,一德期货,43795,-1056,45939,-177,4
2026-08-27,P,中粮期货,26230,32,44848,-334,5
2026-08-27,P,乾坤期货,20826,2121,38002,1187,6
2026-08-27,P,海通期货,17075,-572,38118,-163,7
2026-08-27,P,国投期货,31574,3415,21607,-45,8
2026-08-27,P,中信建投,20660,168,32244,402,9
2026-08-27,P,摩根大通,27919,560,16423,3308,10
2026-08-27,P,永安期货,19888,1153,22535,346,11
2026-08-27,P,华泰期货,22609,-96,18875,472,12
2026-08-27,P,广发期货,23100,-263,16058,532,13
2026-08-27,P,招商期货,20688,-344,17539,65,14
2026-08-27,P,浙商期货,9731,60,26831,560,15
2026-08-27,P,南华期货,17208,484,17654,624,16
2026-08-27,P,国富期货,0,0,28479,-256,17
2026-08-27,P,瑞达期货,9817,2903,11624,576,18
2026-08-27,P,国贸期货,0,0,21332,294,19
2026-08-27,P,宏源期货,16078,23,443,2,20
2026-08-27,Y,中粮期货,43494,439,260008,53,1
2026-08-27,Y,国泰君安,148147,5074,106700,4383,2
2026-08-27,Y,中信期货,104958,3220,72464,2909,3
2026-08-27,Y,东证期货,67397,-8116,85937,1814,4
2026-08-27,Y,国投期货,26370,168,122800,1500,5
2026-08-27,Y,广发期货,44659,662,89210,-117,6
2026-08-27,Y,海通期货,67240,-25,43309,1040,7
2026-08-27,Y,摩根大通,70600,946,28636,1760,8
2026-08-27,Y,乾坤期货,62787,-152,14312,-94,9
2026-08-27,Y,永安期货,39979,1079,36248,37,10
2026-08-27,Y,宏源期货,28686,466,46209,220,11
2026-08-27,Y,中信建投,37248,1754,27605,109,12
2026-08-27,Y,南华期货,31340,1217,30271,1163,13
2026-08-27,Y,一德期货,34783,-1526,23202,1332,14
2026-08-27,Y,招商期货,27755,-31,27561,-713,15
2026-08-27,Y,华泰期货,28921,1308,23539,795,16
2026-08-27,Y,银河期货,15088,-385,10223,287,17
2026-08-27,Y,五矿期货,19018,1225,3668,-27,18
2026-08-27,Y,苏豪弘业,6578,-79,14733,152,19
2026-08-27,Y,西部期货,20933,49,0,0,20
2026-08-28,OI,中粮期货,28452,2089,94052,-1140,1
2026-08-28,OI,国投安信,26082,-37,74496,-5240,2
2026-08-28,OI,中信期货,45129,-2940,40804,706,3
2026-08-28,OI,中信建投,35576,528,39773,-341,4
2026-08-28,OI,国泰君安,39124,2129,25216,1262,5
2026-08-28,OI,东证期货,30791,487,31624,1202,6
2026-08-28,OI,华泰期货,23435,-263,36400,-145,7
2026-08-28,OI,摩根大通,56093,-839,0,0,8
2026-08-28,OI,浙商期货,15711,110,36248,-44,9
2026-08-28,OI,乾坤期货,45253,-1493,226,-79,10
2026-08-28,OI,鲁证期货,18286,265,21227,-1,11
2026-08-28,OI,南华期货,14498,97,20356,436,12
2026-08-28,OI,五矿期货,17006,35,14247,-29,13
